InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,CustomerName,CustomerEmail
INV000138,ELE8871,Mouse,11,2023-03-09 19:17:21,52.9,C0093,Canada,Electronics,Alan Phillips,tholt@example.net
INV000139,CLO2800,T-Shirt,13,2024-05-09 06:28:23,2.87,C0088,Denmark,Clothing,Robert Medina,umarshall@example.net
INV000140,SPO8726,Basketball,48,2025-01-04 17:49:57,73.01,C0053,Portugal,Sports,Matthew Ross,michelle45@example.net
INV000141,HOM7173,Rug,21,2024-08-15 05:19:38,95.71,C0085,Spain,Home & Garden,Barbara Riggs,reedross@example.com
INV000142,BOO8932,Encyclopedia,13,2024-08-22 18:03:32,95.78,C0087,Portugal,Books,Madison Poole,ryangross@example.net
INV000142,BOO9011,Biography,21,2023-08-25 06:53:50,48.5,C0039,EIRE,Books,Michael Evans,sarah10@example.com
INV000142,ELE9899,Mouse,25,2025-02-08 11:11:25,89.68,C0037,Germany,Electronics,Cynthia Wilson,bethwilliams@example.org
INV000142,BOO5712,Fiction Book,46,2023-02-27 12:11:28,8.82,C0019,Switzerland,Books,Mark Lynch,nathanielmartin@example.net
INV000142,CLO5442,Skirt,36,2023-07-16 02:48:07,69.92,C0028,Belgium,Clothing,Brent Jordan,ujenkins@example.org
INV000143,ELE4697,Keyboard,41,2025-02-19 06:46:16,24.05,C0032,Austria,Electronics,Tammy Allison,richardolson@example.com
INV000144,CLO3587,T-Shirt,27,2025-07-05 19:31:16,65.64,C0088,Denmark,Clothing,Robert Medina,umarshall@example.net
INV000145,BOO5676,Magazine,42,2024-05-30 17:39:34,6.86,C0097,EIRE,Books,Paige Carlson,wallkenneth@example.com
INV000146,ELE7846,Tablet,-12,2023-06-05 21:51:48,93.46,C0095,France,Electronics,Jesse Parker,davidlee@example.org
INV000146,BOO1151,Fiction Book,20,2024-11-14 23:48:19,57.23,C0024,Denmark,Books,Jessica Holmes,wrightcaleb@example.org
INV000147,SPO9092,Golf Club,9,2023-06-04 21:31:17,85.25,C0083,Spain,Sports,Alexander Collins,tsanders@example.org
INV000148,HOM4050,Picture Frame,1,2025-03-28 00:52:39,73.93,C0021,Portugal,Home & Garden,David Bradley,millertodd@example.org
INV000148,SPO8007,Helmet,33,2024-12-10 19:30:48,33.46,C0023,Netherlands,Sports,Lisa Brandt,jenniferross@example.net
INV000148,BOO1111,Biography,17,2023-01-24 20:11:59,38.97,C0062,Netherlands,Books,Steven Flynn,donnacampbell@example.net
INV000149,SPO5285,Football,42,2023-08-12 22:30:12,36.6,C0075,Portugal,Sports,Stephanie Freeman,ryan06@example.com
INV000150,HOM6095,Rug,45,2024-09-28 21:06:38,12.62,C0021,Portugal,Home & Garden,David Bradley,millertodd@example.org
INV000151,CLO3509,Shorts,30,2023-08-28 19:00:12,75.03,C0029,Italy,Clothing,Victoria Garcia,zchandler@example.org
INV000152,SPO5054,Dumbbell,44,2023-04-27 05:47:57,75.72,C0061,France,Sports,Richard Lawson,steven73@example.net
INV000153,BOO2838,Technical Manual,4,2024-12-30 07:52:41,83.05,C0091,Switzerland,Books,Robert Peterson,angela83@example.org
INV000154,BOO8239,Atlas,8,2024-02-16 16:45:55,68.35,C0022,United Kingdom,Books,Kim Martinez,karroyo@example.com
INV000154,ELE3161,Monitor,33,2024-06-09 22:28:39,42.13,C0058,Poland,Electronics,Lisa Alvarado,cortezkevin@example.com
INV000155,ELE5169,Speaker,1,2024-09-09 11:15:08,74.83,C0040,Austria,Electronics,Kristine Garcia,williamanderson@example.com
INV000156,SPO2130,Football,31,2023-05-05 18:22:19,4.14,C0009,Denmark,Sports,Daniel Adams,lynchgeorge@example.net
INV000156,HOM7266,Candle,29,2024-05-25 09:48:46,87.09,C0094,USA,Home & Garden,Kara Schmidt,jbarajas@example.com
INV000157,SPO6697,Yoga Mat,8,2025-04-08 22:52:54,18.67,C0085,Spain,Sports,Barbara Riggs,reedross@example.com
INV000157,ELE5888,Laptop,30,2024-08-13 07:46:37,67.68,C0029,Italy,Electronics,Victoria Garcia,zchandler@example.org
INV000157,HOM3541,Candle,18,2024-05-06 21:59:00,19.66,C0032,Austria,Home & Garden,Tammy Allison,richardolson@example.com
INV000158,HOM1256,Curtains,16,2025-01-28 00:00:02,21.4,C0085,Spain,Home & Garden,Barbara Riggs,reedross@example.com
INV000159,ELE1724,Headphones,26,2025-04-20 10:32:20,44.46,C0091,Switzerland,Electronics,Robert Peterson,angela83@example.org
INV000159,SPO4836,Running Shoes,47,2023-02-25 18:24:55,58.03,C0018,Denmark,Sports,Deborah Mason,williamrodriguez@example.net
INV000159,BOO9540,Cookbook,15,2023-04-17 06:54:37,41.94,C0031,France,Books,Angela Morton,williamsyvette@example.org
INV000160,CLO9120,Sweater,4,2023-12-31 16:52:08,97.26,C0095,France,Clothing,Jesse Parker,davidlee@example.org
INV000160,HOM3444,Mirror,20,2024-03-22 10:15:56,38.27,C0041,France,Home & Garden,Sherry Wood,samueldaniels@example.com
INV000160,CLO1944,Shorts,36,2023-12-20 09:18:11,41.86,C0039,EIRE,Clothing,Michael Evans,sarah10@example.com
INV000161,CLO2295,Hat,29,2023-05-21 09:35:08,84.87,C0033,EIRE,Clothing,Carmen Smith,ybaker@example.com
INV000162,HOM1647,Curtains,5,2024-11-05 03:37:44,19.63,C0035,Poland,Home & Garden,Lauren Daniels,brian97@example.net
INV000163,CLO5967,Hat,1,2023-06-02 22:13:32,21.97,C0062,Netherlands,Clothing,Steven Flynn,donnacampbell@example.net
INV000163,HOM4350,Plant Pot,26,2023-06-06 03:10:53,91.6,C0097,EIRE,Home & Garden,Paige Carlson,wallkenneth@example.com
INV000164,BOO5285,Textbook,24,2024-11-20 05:32:07,51.77,C0069,Italy,Books,Paul Larsen,katie87@example.net
INV000164,BOO7073,Biography,21,2023-09-16 10:31:43,41.98,C0061,France,Books,Richard Lawson,steven73@example.net
INV000165,SPO7841,Basketball,19,2024-04-10 04:54:16,16.09,C0034,Poland,Sports,Michael Cross,smoore@example.org
INV000165,SPO5216,Bicycle,49,2023-02-14 23:13:54,82.34,C0064,Netherlands,Sports,Angel Riggs,gibsonolivia@example.net
INV000166,BOO3293,Cookbook,47,2023-03-13 10:40:03,55.11,C0022,United Kingdom,Books,Kim Martinez,karroyo@example.com
INV000166,SPO2217,Football,-43,2024-05-18 21:33:50,5.8,C0008,France,Sports,Dr. Sharon James,xreid@example.org
INV000167,CLO4583,T-Shirt,33,2023-03-29 04:16:35,46.14,C0009,Denmark,Clothing,Daniel Adams,lynchgeorge@example.net
INV000167,HOM1108,Vase,-35,2024-03-31 17:32:36,55.61,C0062,Netherlands,Home & Garden,Steven Flynn,donnacampbell@example.net
INV000168,ELE8054,Keyboard,12,2024-07-10 20:28:55,11.59,C0037,Germany,Electronics,Cynthia Wilson,bethwilliams@example.org
INV000169,BOO5379,Magazine,26,2024-08-05 07:05:19,8.82,C0068,Switzerland,Books,Jessica Meadows,vmerritt@example.com
INV000170,CLO2320,Shoes,42,2024-10-31 01:10:02,99.18,C0090,Poland,Clothing,Mary Rogers,lrosales@example.com
INV000171,SPO1919,Water Bottle,41,2023-08-15 03:14:07,1.94,C0049,France,Sports,Stacey Russell,sarayoung@example.org
INV000172,SPO9653,Tennis Racket,3,2024-01-15 08:20:24,23.75,C0043,Poland,Sports,Shawn Baker,newtoneric@example.com
INV000173,ELE5593,Smartphone,-35,2025-04-05 03:18:56,56.79,C0035,Poland,Electronics,Lauren Daniels,brian97@example.net
INV000174,SPO7525,Yoga Mat,5,2024-10-02 02:24:09,30.63,C0027,Spain,Sports,Timothy Duncan,esanchez@example.com
INV000174,SPO7288,Bicycle,49,2025-05-29 03:19:38,74.23,C0087,Portugal,Sports,Madison Poole,ryangross@example.net
INV000175,BOO2600,Fiction Book,28,2023-10-07 17:00:26,23.98,C0096,Germany,Books,Tiffany Vaughn,javierwashington@example.net
INV000176,HOM1485,Candle,41,2023-09-22 01:26:59,28.06,C0077,Belgium,Home & Garden,James Elliott,millerroy@example.com
INV000177,HOM7227,Cushion,6,2023-09-29 23:03:31,77.44,C0049,France,Home & Garden,Stacey Russell,sarayoung@example.org
INV000178,CLO3527,Sweater,48,2023-05-03 16:09:12,39.57,C0035,Poland,Clothing,Lauren Daniels,brian97@example.net
INV000178,BOO2674,Textbook,9,2025-08-04 19:30:02,9.64,C0057,Poland,Books,Renee Mcdaniel,michaeljones@example.net
INV000179,ELE6798,Smartphone,36,2024-08-17 06:17:06,10.21,C0014,Switzerland,Electronics,Zachary Hicks,camposmichelle@example.org
INV000180,HOM2387,Mirror,47,2024-01-10 02:47:07,90.21,C0038,Japan,Home & Garden,Kevin Mills,james53@example.com
INV000181,HOM3274,Cushion,18,2025-02-12 02:22:47,30.81,C0022,United Kingdom,Home & Garden,Kim Martinez,karroyo@example.com
INV000182,BOO2260,Dictionary,24,2025-06-24 21:40:25,25.92,C0054,Japan,Books,Meghan Anthony,sheila14@example.org
INV000183,HOM3219,Lamp,20,2023-08-11 07:48:55,1.67,C0026,Portugal,Home & Garden,Shannon Jones,joshuawashington@example.net
INV000184,HOM8055,Candle,42,2023-12-27 16:36:45,97.45,C0043,Poland,Home & Garden,Shawn Baker,newtoneric@example.com
INV000184,HOM3910,Candle,26,2024-12-17 08:54:53,96.9,C0026,Portugal,Home & Garden,Shannon Jones,joshuawashington@example.net
INV000185,CLO7161,Hat,18,2024-01-30 12:57:41,81.83,C0074,Austria,Clothing,Sarah Ashley,vmedina@example.net
INV000186,SPO1440,Yoga Mat,47,2024-12-14 22:01:48,46.7,C0076,France,Sports,Rebecca Ramsey,ncalhoun@example.net
INV000187,ELE9180,Speaker,9,2024-02-01 15:16:10,63.7,C0089,Austria,Electronics,Samuel Rivas,ramirezshannon@example.com
INV000187,ELE8851,Monitor,38,2023-01-15 14:21:41,40.68,C0049,France,Electronics,Stacey Russell,sarayoung@example.org
INV000188,ELE9796,Camera,39,2024-12-23 17:53:54,64.18,C0070,Germany,Electronics,Jeremiah Reeves,josephflores@example.net
INV000189,CLO1725,Boots,37,2024-03-22 19:41:08,98.38,C0046,Germany,Clothing,Michael Hoffman,jonesnicole@example.org
INV000189,ELE2615,Laptop,17,2025-04-29 02:39:20,22.98,C0056,Netherlands,Electronics,William Wilson,jonathanfletcher@example.org
INV000190,HOM7408,Candle,30,2023-09-03 09:45:29,77.46,C0029,Italy,Home & Garden,Victoria Garcia,zchandler@example.org
INV000191,HOM5840,Lamp,27,2023-04-25 17:46:16,92.13,C0004,Switzerland,Home & Garden,Abigail Shaffer,jpeterson@example.org
INV000191,BOO8460,Magazine,14,2024-11-17 04:52:47,52.59,C0045,France,Books,Sandra Williams,kellie42@example.net
INV000191,BOO5919,Technical Manual,3,2024-06-20 19:37:12,81.21,C0058,Poland,Books,Lisa Alvarado,cortezkevin@example.com
INV000192,CLO9454,Jacket,12,2025-07-01 18:15:39,55.64,C0087,Portugal,Clothing,Madison Poole,ryangross@example.net
INV000193,CLO8080,Dress,26,2024-04-09 17:16:43,3.89,C0052,Austria,Clothing,Courtney Velasquez,ybailey@example.org
INV000194,ELE4371,Headphones,18,2024-10-21 03:23:01,75.48,C0050,Switzerland,Electronics,Rita Keith,whitesandra@example.com
INV000195,CLO6340,Hat,13,2024-01-24 12:20:15,46.3,C0069,Italy,Clothing,Paul Larsen,katie87@example.net
INV000196,BOO7367,Encyclopedia,40,2024-12-10 16:04:24,39.86,C0082,Japan,Books,Jacob Obrien,stricklandfrank@example.com
INV000197,BOO2388,Encyclopedia,44,2024-04-14 07:54:44,14.26,C0023,Netherlands,Books,Lisa Brandt,jenniferross@example.net
INV000198,CLO7364,Skirt,27,2023-11-06 11:20:52,60.05,C0089,Austria,Clothing,Samuel Rivas,ramirezshannon@example.com
INV000199,CLO3733,Skirt,32,2024-08-20 14:24:13,29.59,C0069,Italy,Clothing,Paul Larsen,katie87@example.net
INV000200,ELE3236,Monitor,13,2025-01-20 15:18:08,81.71,C0046,Germany,Electronics,Michael Hoffman,jonesnicole@example.org
INV000201,HOM8272,Mirror,32,2023-06-15 16:19:19,17.56,C0088,Denmark,Home & Garden,Robert Medina,umarshall@example.net
INV000202,BOO9808,Biography,19,2024-01-04 11:40:10,17.65,C0005,Switzerland,Books,Gabrielle Davis,howardmaurice@example.com
INV000202,SPO2871,Tennis Racket,18,2024-08-15 10:17:29,77.74,C0071,Switzerland,Sports,Chris Reyes,jasminebrown@example.com
INV000202,HOM4580,Rug,28,2025-06-07 10:49:24,11.14,C0006,Spain,Home & Garden,Monica Herrera,smiller@example.net
INV000203,HOM6711,Picture Frame,6,2024-07-11 14:58:02,44.47,C0005,Switzerland,Home & Garden,Gabrielle Davis,howardmaurice@example.com
INV000204,SPO8015,Bicycle,11,2025-06-11 22:32:31,62.0,C0095,France,Sports,Jesse Parker,davidlee@example.org
INV000204,BOO5605,Atlas,39,2024-04-04 14:55:19,54.34,C0073,Italy,Books,Alicia Gilmore,wwoods@example.com
INV000205,SPO3221,Tennis Racket,49,2024-04-03 15:00:01,78.78,C0035,Poland,Sports,Lauren Daniels,brian97@example.net
INV000205,CLO3396,Jacket,46,2023-02-04 01:58:02,32.89,C0017,Belgium,Clothing,Patricia Peterson,ryan70@example.net
INV000206,SPO7786,Running Shoes,25,2024-09-06 20:42:27,45.75,C0019,Switzerland,Sports,Mark Lynch,nathanielmartin@example.net
INV000207,BOO8449,Magazine,-32,2024-03-02 09:22:13,33.4,C0066,Austria,Books,Colleen Brock,pwilliams@example.org
INV000207,HOM2037,Candle,35,2023-01-13 13:54:50,40.37,C0094,USA,Home & Garden,Kara Schmidt,jbarajas@example.com
INV000208,BOO9967,Magazine,37,2025-05-29 03:21:46,13.93,C0042,Australia,Books,Victoria Valdez,contrerasangela@example.net
INV000208,ELE2631,Laptop,41,2023-03-18 04:30:07,78.61,C0098,Spain,Electronics,Adrian Ferguson,brandon08@example.com
INV000208,HOM8009,Vase,13,2025-07-31 00:28:21,99.57,C0057,Poland,Home & Garden,Renee Mcdaniel,michaeljones@example.net
INV000209,ELE5102,Camera,6,2025-02-10 15:20:07,37.81,C0036,Portugal,Electronics,Kim Brown,yorkcasey@example.org
INV000210,CLO2494,Sweater,46,2024-03-20 14:05:28,10.42,C0040,Austria,Clothing,Kristine Garcia,williamanderson@example.com
INV000211,HOM1132,Vase,45,2023-12-24 11:26:07,35.01,C0067,Portugal,Home & Garden,Robert Contreras,stephanie79@example.net
INV000212,ELE7276,Headphones,6,2025-08-01 01:01:24,73.35,C0062,Netherlands,Electronics,Steven Flynn,donnacampbell@example.net
INV000212,HOM3340,Cushion,-5,2024-07-01 07:28:38,53.52,C0018,Denmark,Home & Garden,Deborah Mason,williamrodriguez@example.net
INV000213,CLO7745,Dress,40,2023-12-07 05:04:51,68.97,C0093,Canada,Clothing,Alan Phillips,tholt@example.net
INV000214,ELE7291,Mouse,23,2023-10-23 08:38:03,96.36,C0097,EIRE,Electronics,Paige Carlson,wallkenneth@example.com
INV000215,CLO5668,Skirt,-50,2024-01-25 08:02:39,94.19,C0011,United Kingdom,Clothing,Andrew Stewart,carl95@example.org
INV000215,SPO9348,Basketball,13,2023-08-01 11:29:58,75.04,C0027,Spain,Sports,Timothy Duncan,esanchez@example.com
INV000215,HOM2847,Mirror,16,2023-05-31 22:32:01,50.46,C0031,France,Home & Garden,Angela Morton,williamsyvette@example.org
INV000215,BOO7337,Cookbook,37,2023-03-03 05:46:48,42.67,C0047,Switzerland,Books,Sandra Aguilar,russellwilliams@example.com
INV000216,ELE2106,Laptop,-1,2024-04-24 21:51:09,26.96,C0099,Netherlands,Electronics,Beth Oneill,agarcia@example.net
INV000216,BOO7806,Atlas,28,2024-11-15 19:04:47,70.48,C0065,Japan,Books,Michael Snyder,dylanwatts@example.org
INV000217,ELE2294,Smart Watch,33,2023-02-21 19:55:11,92.17,C0036,Portugal,Electronics,Kim Brown,yorkcasey@example.org
INV000218,ELE8167,Smart Watch,47,2025-06-19 08:04:39,95.39,C0076,France,Electronics,Rebecca Ramsey,ncalhoun@example.net
INV000218,HOM1901,Curtains,20,2024-07-20 19:00:45,66.94,C0015,Canada,Home & Garden,Rebecca Henderson,cruzcaitlin@example.com
INV000219,ELE9133,Tablet,23,2023-07-24 03:23:14,52.78,C0018,Denmark,Electronics,Deborah Mason,williamrodriguez@example.net
INV000220,BOO1480,Technical Manual,22,2023-05-21 00:24:56,80.9,C0017,Belgium,Books,Patricia Peterson,ryan70@example.net
INV000220,ELE8457,Monitor,33,2024-04-03 10:30:54,36.65,C0074,Austria,Electronics,Sarah Ashley,vmedina@example.net
INV000221,ELE2889,Mouse,-15,2024-05-22 12:58:18,74.34,C0033,EIRE,Electronics,Carmen Smith,ybaker@example.com
INV000222,HOM7274,Candle,10,2024-10-07 11:04:41,18.72,C0006,Spain,Home & Garden,Monica Herrera,smiller@example.net
INV000222,HOM6272,Plant Pot,16,2023-09-30 20:20:11,42.21,C0092,Spain,Home & Garden,Jason Peters,hannahbrewer@example.com
INV000223,ELE1862,Keyboard,12,2023-11-08 22:10:21,23.1,C0048,Australia,Electronics,Rebecca Valencia,jason31@example.com
INV000224,BOO6362,Textbook,-6,2023-07-25 07:16:27,55.76,C0060,Portugal,Books,Stephanie Gilbert,richard04@example.com
INV000225,SPO8600,Dumbbell,24,2025-04-17 22:34:43,59.58,C0039,EIRE,Sports,Michael Evans,sarah10@example.com
INV000226,CLO1104,Dress,27,2024-07-22 08:09:26,3.37,C0070,Germany,Clothing,Jeremiah Reeves,josephflores@example.net
INV000227,BOO7164,Fiction Book,48,2025-04-04 15:36:39,72.99,C0002,United Kingdom,Books,Angie Henderson,davisjesse@example.net
INV000228,ELE5584,Tablet,6,2025-02-18 12:15:52,5.35,C0063,Switzerland,Electronics,Frances Cardenas,emilywalker@example.org
INV000229,HOM2565,Lamp,33,2024-02-28 08:33:21,14.22,C0048,Australia,Home & Garden,Rebecca Valencia,jason31@example.com
INV000230,CLO5778,Jacket,17,2023-09-13 14:39:38,85.24,C0056,Netherlands,Clothing,William Wilson,jonathanfletcher@example.org
INV000230,BOO5455,Dictionary,15,2024-02-04 04:32:20,8.39,C0042,Australia,Books,Victoria Valdez,contrerasangela@example.net
INV000231,ELE8365,Tablet,30,2025-01-18 12:35:20,32.09,C0020,Japan,Electronics,Linda Burns,hickmannatasha@example.com
INV000231,BOO5341,Dictionary,8,2024-04-03 11:40:14,9.95,C0058,Poland,Books,Lisa Alvarado,cortezkevin@example.com
INV000231,ELE6370,Headphones,10,2024-06-10 04:13:11,10.03,C0078,Italy,Electronics,David Murphy,wmurphy@example.com
INV000232,BOO3848,Textbook,2,2023-06-28 21:50:16,95.26,C0087,Portugal,Books,Madison Poole,ryangross@example.net
INV000233,HOM3290,Lamp,8,2024-12-28 12:39:34,2.18,C0013,Belgium,Home & Garden,Kimberly Burgess,zhurst@example.com
INV000234,BOO5240,Technical Manual,5,2023-04-27 23:21:49,3.16,C0052,Austria,Books,Courtney Velasquez,ybailey@example.org
INV000235,ELE3007,Camera,3,2023-08-07 15:48:06,94.29,C0017,Belgium,Electronics,Patricia Peterson,ryan70@example.net
INV000236,HOM1483,Clock,25,2023-12-17 11:31:31,68.64,C0093,Canada,Home & Garden,Alan Phillips,tholt@example.net
INV000237,HOM1567,Cushion,40,2024-09-09 08:34:27,62.3,C0036,Portugal,Home & Garden,Kim Brown,yorkcasey@example.org
INV000238,HOM2437,Vase,18,2025-05-15 18:07:13,38.92,C0071,Switzerland,Home & Garden,Chris Reyes,jasminebrown@example.com
INV000238,SPO7266,Football,46,2024-07-22 05:04:56,36.55,C0032,Austria,Sports,Tammy Allison,richardolson@example.com
INV000238,BOO5430,Journal,12,2023-05-21 06:44:06,3.58,C0065,Japan,Books,Michael Snyder,dylanwatts@example.org
INV000238,ELE9674,Monitor,23,2024-09-04 22:48:21,76.92,C0036,Portugal,Electronics,Kim Brown,yorkcasey@example.org
INV000239,CLO9743,Shoes,48,2023-01-22 14:55:30,6.53,C0085,Spain,Clothing,Barbara Riggs,reedross@example.com
INV000239,BOO3885,Cookbook,16,2024-02-15 19:43:49,59.66,C0050,Switzerland,Books,Rita Keith,whitesandra@example.com
INV000239,BOO3328,Encyclopedia,37,2025-04-13 12:51:56,94.89,C0004,Switzerland,Books,Abigail Shaffer,jpeterson@example.org
INV000239,BOO9035,Cookbook,3,2023-07-11 23:43:19,9.94,C0070,Germany,Books,Jeremiah Reeves,josephflores@example.net
INV000240,BOO4300,Encyclopedia,9,2024-12-07 11:39:07,34.74,C0001,EIRE,Books,Allison Hill,donaldgarcia@example.net
INV000240,ELE3320,Tablet,50,2024-07-26 13:52:09,11.98,C0008,France,Electronics,Dr. Sharon James,xreid@example.org
INV000241,HOM2655,Curtains,22,2024-02-12 06:05:08,30.87,C0091,Switzerland,Home & Garden,Robert Peterson,angela83@example.org
INV000241,HOM3854,Candle,46,2025-06-27 01:58:47,96.91,C0082,Japan,Home & Garden,Jacob Obrien,stricklandfrank@example.com
INV000241,SPO7199,Yoga Mat,20,2024-08-14 21:39:36,73.67,C0029,Italy,Sports,Victoria Garcia,zchandler@example.org
INV000242,SPO1530,Helmet,12,2024-07-31 01:32:28,60.64,C0090,Poland,Sports,Mary Rogers,lrosales@example.com
INV000243,ELE3304,Monitor,22,2023-06-18 07:26:07,74.79,C0073,Italy,Electronics,Alicia Gilmore,wwoods@example.com
INV000244,BOO1186,Dictionary,17,2023-12-30 05:30:44,21.76,C0012,France,Books,Jennifer Rocha,ithomas@example.org
INV000244,ELE7323,Laptop,29,2025-01-02 09:55:54,73.53,C0093,Canada,Electronics,Alan Phillips,tholt@example.net
INV000245,BOO7149,Atlas,7,2023-02-08 20:59:11,83.05,C0049,France,Books,Stacey Russell,sarayoung@example.org
INV000245,CLO2207,Shorts,3,2025-05-22 02:47:03,30.2,C0029,Italy,Clothing,Victoria Garcia,zchandler@example.org
INV000246,HOM2228,Cushion,36,2024-05-24 12:57:37,94.24,C0022,United Kingdom,Home & Garden,Kim Martinez,karroyo@example.com
INV000246,ELE3703,Speaker,39,2025-08-05 17:30:46,89.09,C0062,Netherlands,Electronics,Steven Flynn,donnacampbell@example.net
INV000247,HOM9849,Rug,17,2023-12-10 21:10:02,66.4,C0025,Italy,Home & Garden,Crystal Robinson,zimmermanbrian@example.org
INV000248,HOM1893,Cushion,24,2023-04-09 04:54:07,1.38,C0071,Switzerland,Home & Garden,Chris Reyes,jasminebrown@example.com
INV000249,CLO1421,Jeans,14,2024-12-22 05:08:53,17.91,C0062,Netherlands,Clothing,Steven Flynn,donnacampbell@example.net
INV000249,HOM9013,Clock,43,2024-04-14 10:27:58,27.24,C0040,Austria,Home & Garden,Kristine Garcia,williamanderson@example.com
INV000250,BOO8303,Cookbook,3,2024-09-26 06:22:22,27.07,C0049,France,Books,Stacey Russell,sarayoung@example.org
INV000251,CLO2404,Jeans,43,2023-07-01 05:59:39,35.04,C0008,France,Clothing,Dr. Sharon James,xreid@example.org
INV000252,ELE9561,Speaker,27,2023-08-06 03:15:53,96.6,C0071,Switzerland,Electronics,Chris Reyes,jasminebrown@example.com
INV000253,HOM2293,Picture Frame,26,2023-03-12 10:39:05,90.37,C0031,France,Home & Garden,Angela Morton,williamsyvette@example.org
INV000253,SPO2970,Yoga Mat,49,2023-02-27 19:22:07,45.45,C0074,Austria,Sports,Sarah Ashley,vmedina@example.net
INV000254,CLO7936,T-Shirt,6,2024-04-17 19:32:02,98.84,C0025,Italy,Clothing,Crystal Robinson,zimmermanbrian@example.org
INV000255,BOO2097,Magazine,6,2025-02-04 06:22:37,39.42,C0077,Belgium,Books,James Elliott,millerroy@example.com
INV000256,ELE9561,Mouse,27,2023-06-30 09:17:07,12.14,C0059,Belgium,Electronics,Erika Terry,jamesortega@example.com
INV000257,ELE2654,Mouse,19,2023-05-31 23:34:49,86.88,C0013,Belgium,Electronics,Kimberly Burgess,zhurst@example.com
INV000258,HOM8750,Curtains,3,2023-12-31 17:58:46,18.05,C0084,Portugal,Home & Garden,Michael Burton,terrykevin@example.net
INV000259,ELE6431,Speaker,45,2025-04-15 01:11:24,24.52,C0052,Austria,Electronics,Courtney Velasquez,ybailey@example.org
INV000259,BOO6094,Textbook,18,2023-07-30 17:55:20,84.44,C0003,Portugal,Books,Cristian Santos,lrobinson@example.com
INV000259,CLO8259,Shoes,50,2024-08-26 17:46:00,82.76,C0030,EIRE,Clothing,Connor West,dwhite@example.org
INV000260,HOM7671,Plant Pot,48,2024-12-05 17:03:54,48.96,C0025,Italy,Home & Garden,Crystal Robinson,zimmermanbrian@example.org
INV000261,ELE9303,Smart Watch,26,2024-07-30 08:18:42,14.43,C0021,Portugal,Electronics,David Bradley,millertodd@example.org
INV000262,CLO5087,T-Shirt,3,2025-04-19 03:50:09,46.19,C0025,Italy,Clothing,Crystal Robinson,zimmermanbrian@example.org
INV000263,SPO3029,Helmet,44,2024-10-13 02:10:40,4.03,C0060,Portugal,Sports,Stephanie Gilbert,richard04@example.com
INV000264,SPO6730,Golf Club,23,2025-07-01 09:38:06,17.19,C0061,France,Sports,Richard Lawson,steven73@example.net
INV000265,ELE1813,Speaker,11,2023-08-29 01:01:52,85.53,C0037,Germany,Electronics,Cynthia Wilson,bethwilliams@example.org
INV000266,CLO7709,Shoes,33,2024-10-06 12:00:58,2.99,C0029,Italy,Clothing,Victoria Garcia,zchandler@example.org
INV000267,CLO1138,Boots,15,2023-06-03 19:47:38,25.99,C0017,Belgium,Clothing,Patricia Peterson,ryan70@example.net
INV000267,BOO7168,Journal,23,2025-01-30 04:10:47,46.44,C0083,Spain,Books,Alexander Collins,tsanders@example.org
INV000268,HOM2676,Curtains,1,2024-09-25 23:39:46,51.64,C0080,USA,Home & Garden,Mrs. Marie Harrington DDS,herringjames@example.org
INV000269,SPO5631,Basketball,20,2024-03-10 13:28:06,68.76,C0083,Spain,Sports,Alexander Collins,tsanders@example.org
INV000270,BOO5895,Textbook,13,2023-02-20 19:45:05,15.84,C0042,Australia,Books,Victoria Valdez,contrerasangela@example.net
INV000270,HOM3292,Candle,47,2024-07-29 14:21:29,3.52,C0077,Belgium,Home & Garden,James Elliott,millerroy@example.com
INV000270,HOM4111,Vase,22,2023-12-04 12:24:03,72.93,C0052,Austria,Home & Garden,Courtney Velasquez,ybailey@example.org
INV000270,BOO5918,Atlas,11,2024-11-19 18:31:10,84.22,C0086,Switzerland,Books,Matthew Smith,gshort@example.com
INV000271,BOO3999,Atlas,44,2024-11-21 19:27:47,90.06,C0017,Belgium,Books,Patricia Peterson,ryan70@example.net
INV000272,HOM7089,Candle,17,2024-01-02 18:55:01,58.97,C0040,Austria,Home & Garden,Kristine Garcia,williamanderson@example.com
INV000273,SPO2166,Basketball,31,2024-07-17 09:54:56,89.05,C0082,Japan,Sports,Jacob Obrien,stricklandfrank@example.com
INV000274,HOM3470,Vase,9,2023-06-04 08:12:31,99.24,C0039,EIRE,Home & Garden,Michael Evans,sarah10@example.com
INV000274,CLO3954,Hat,50,2024-07-24 15:14:23,9.0,C0059,Belgium,Clothing,Erika Terry,jamesortega@example.com
INV000275,ELE5481,Monitor,14,2025-04-25 19:09:30,76.36,C0008,France,Electronics,Dr. Sharon James,xreid@example.org
INV000276,ELE8105,Tablet,41,2024-07-11 04:19:48,43.51,C0098,Spain,Electronics,Adrian Ferguson,brandon08@example.com
INV000277,CLO1230,Hat,21,2023-04-05 01:28:15,0.0,C0069,Italy,Clothing,Paul Larsen,katie87@example.net
INV000278,BOO2682,Cookbook,25,2024-09-10 11:43:18,50.83,C0045,France,Books,Sandra Williams,kellie42@example.net
INV000279,HOM9587,Rug,22,2024-03-04 13:36:20,43.93,C0038,Japan,Home & Garden,Kevin Mills,james53@example.com
